,ConstituentID,City,County,State,Country,Continent
8392,5301,Providence,,Rhode Island,United States,North America
9582,6265,Providence,,Rhode Island,United States,North America
10056,6830,Providence,,Rhode Island,United States,North America
10241,7107,Providence,,Rhode Island,United States,North America
10376,7243,Providence,,Rhode Island,United States,North America
10381,7248,Providence,,Rhode Island,United States,North America
11559,5738,Providence,,Rhode Island,United States,North America
11746,27782,Providence,,Rhode Island,United States,North America
13230,1156,Providence,,Rhode Island,United States,North America
13443,18595,Providence,,Rhode Island,United States,North America
14575,766,Providence,,Rhode Island,United States,North America
15038,5684,Providence,,Rhode Island,United States,North America
15596,30195,Providence,,Rhode Island,United States,North America
15674,30187,Providence,,Rhode Island,United States,North America
2492,1423,Peace Dale,,Rhode Island,United States,North America
3257,1886,Pawtucket,,Rhode Island,United States,North America
7503,4575,Pawtucket,,Rhode Island,United States,North America
14419,28434,Pawtucket,,Rhode Island,United States,North America
657,354,Newport,,Rhode Island,United States,North America
2442,1390,Newport,,Rhode Island,United States,North America
4434,2628,Newport,,Rhode Island,United States,North America
5133,3076,Newport,,Rhode Island,United States,North America
6193,3755,Newport,,Rhode Island,United States,North America
6671,4034,Newport,,Rhode Island,United States,North America
7538,4593,Newport,,Rhode Island,United States,North America
7845,4786,Newport,,Rhode Island,United States,North America
8795,5564,Newport,,Rhode Island,United States,North America
10471,7344,Newport,,Rhode Island,United States,North America
12540,1675,Newport,,Rhode Island,United States,North America
13131,4042,Newport,,Rhode Island,United States,North America
14078,28973,Newport,,Rhode Island,United States,North America
2074,1161,Bristol,,Rhode Island,United States,North America
14782,44,Bristol,,Rhode Island,United States,North America
5832,3519,York,,South Carolina,United States,North America
8469,5346,Waterloo,,South Carolina,United States,North America
10539,7425,Wasamasaw,,South Carolina,United States,North America
12977,27394,Walterboro,,South Carolina,United States,North America
2613,1498,Sumter,,South Carolina,United States,North America
5802,3497,Sumter,,South Carolina,United States,North America
10504,7400,St. Helena Island,,South Carolina,United States,North America
10505,7400,St. Helena Island,,South Carolina,United States,North America
4742,2826,Spartanburg,,South Carolina,United States,North America
11783,27852,Spartanburg,,South Carolina,United States,North America
16148,30956,Ruffin,,South Carolina,United States,North America
12915,1621,Orangeburg,,South Carolina,United States,North America
11678,27690,Mount Pleasant,,South Carolina,United States,North America
15592,30085,Mount Pleasant,,South Carolina,United States,North America
5144,3084,McColl,,South Carolina,United States,North America
986,554,Greenville,,South Carolina,United States,North America
2365,1343,Greenville,,South Carolina,United States,North America
3399,1977,Greenville,,South Carolina,United States,North America
5928,3579,Greenville,,South Carolina,United States,North America
8949,5740,Georgetown,,South Carolina,United States,North America
4196,2486,Florence,,South Carolina,United States,North America
8355,5277,Florence,,South Carolina,United States,North America
11750,27834,Florence,,South Carolina,United States,North America
3487,2052,Elloree,,South Carolina,United States,North America
4784,2849,Dixiana,,South Carolina,United States,North America
840,459,Columbia,,South Carolina,United States,North America
893,490,Columbia,,South Carolina,United States,North America
8336,5270,Columbia,,South Carolina,United States,North America
10171,7045,Columbia,,South Carolina,United States,North America
13657,5506,Columbia,,South Carolina,United States,North America
3125,1806,Chester,,South Carolina,United States,North America
643,347,Charleston,,South Carolina,United States,North America
940,527,Charleston,,South Carolina,United States,North America
941,527,Charleston,,South Carolina,United States,North America
2429,1382,Charleston,,South Carolina,United States,North America
2511,1435,Charleston,,South Carolina,United States,North America
2863,1646,Charleston,,South Carolina,United States,North America
2864,1646,Charleston,,South Carolina,United States,North America
3477,2040,Charleston,,South Carolina,United States,North America
3693,2175,Charleston,,South Carolina,United States,North America
5557,3346,Charleston,,South Carolina,United States,North America
7826,4775,Charleston,,South Carolina,United States,North America
8131,5141,Charleston,,South Carolina,United States,North America
8132,5141,Charleston,,South Carolina,United States,North America
12871,28240,Charleston,,South Carolina,United States,North America
13141,2040,Charleston,,South Carolina,United States,North America
13636,3207,Charleston,,South Carolina,United States,North America
15513,30113,Charleston,,South Carolina,United States,North America
16122,30901,Charleston,,South Carolina,United States,North America
9298,6019,Camden,,South Carolina,United States,North America
5464,3278,Yankton,,South Dakota,United States,North America
7669,4684,Watertown,,South Dakota,United States,North America
8969,5750,Watertown,,South Dakota,United States,North America
10305,7164,Sioux Falls,,South Dakota,United States,North America
12652,6926,Estline,,South Dakota,United States,North America
3017,1739,Deadwood,,South Dakota,United States,North America
11554,18441,Chamberlain,,South Dakota,United States,North America
8458,5339,Centerville,,South Dakota,United States,North America
7927,4835,Burke,,South Dakota,United States,North America
2817,1619,Aberdeen,,South Dakota,United States,North America
3332,1934,Aberdeen,,South Dakota,United States,North America
8288,5244,Aberdeen,,South Dakota,United States,North America
8488,5357,missing,"Lower Brule, Sioux Reservation",South Dakota,United States,North America
15451,30111,Woodbury,,Tennessee,United States,North America
15818,30582,Woodbury,,Tennessee,United States,North America
4177,2474,Watertown,,Tennessee,United States,North America
2598,1489,Trenton,Gibson County,Tennessee,United States,North America
11193,7358,Springville,,Tennessee,United States,North America
1140,631,Shelbyville,,Tennessee,United States,North America
10216,7086,Sewanee,,Tennessee,United States,North America
15817,30106,Sevierville,,Tennessee,United States,North America
13234,1293,Pomona,,Tennessee,United States,North America
14422,5390,Palmyra,,Tennessee,United States,North America
15917,30566,Oak Ridge,,Tennessee,United States,North America
518,276,Nashville,,Tennessee,United States,North America
747,404,Nashville,,Tennessee,United States,North America
1841,1034,Nashville,,Tennessee,United States,North America
2434,1384,Nashville,,Tennessee,United States,North America
2465,1408,Nashville,,Tennessee,United States,North America
2466,1408,Nashville,,Tennessee,United States,North America
3366,1956,Nashville,,Tennessee,United States,North America
3727,2199,Nashville,,Tennessee,United States,North America
5383,3226,Nashville,,Tennessee,United States,North America
7632,4660,Nashville,,Tennessee,United States,North America
7936,4842,Nashville,,Tennessee,United States,North America
8326,5265,Nashville,,Tennessee,United States,North America
10028,6796,Nashville,,Tennessee,United States,North America
10925,18277,Nashville,,Tennessee,United States,North America
11377,5462,Nashville,,Tennessee,United States,North America
11653,27682,Nashville,,Tennessee,United States,North America
12481,2474,Nashville,,Tennessee,United States,North America
14230,28011,Nashville,,Tennessee,United States,North America
15669,30176,Nashville,,Tennessee,United States,North America
1149,636,Memphis,,Tennessee,United States,North America
2488,1420,Memphis,,Tennessee,United States,North America
3754,2215,Memphis,,Tennessee,United States,North America
6048,3653,Memphis,,Tennessee,United States,North America
9155,5883,Memphis,,Tennessee,United States,North America
9375,6085,Memphis,,Tennessee,United States,North America
9410,6124,Memphis,,Tennessee,United States,North America
9496,6189,Memphis,,Tennessee,United States,North America
11369,4863,Memphis,,Tennessee,United States,North America
14349,6189,Memphis,,Tennessee,United States,North America
9784,6639,Lewisburg,,Tennessee,United States,North America
10775,18427,Lebanon,,Tennessee,United States,North America
2125,1186,Knoxville,,Tennessee,United States,North America
2128,1187,Knoxville,,Tennessee,United States,North America
2129,1187,Knoxville,,Tennessee,United States,North America
2226,1259,Knoxville,,Tennessee,United States,North America
4994,2983,Knoxville,,Tennessee,United States,North America
5782,3483,Knoxville,,Tennessee,United States,North America
13842,27743,Knoxville,,Tennessee,United States,North America
14471,29231,Knoxville,,Tennessee,United States,North America
15061,324,Knoxville,,Tennessee,United States,North America
16138,30926,Knoxville,,Tennessee,United States,North America
11424,161,Kingsport,,Tennessee,United States,North America
8616,5441,Jackson,,Tennessee,United States,North America
7954,4856,Gleason,,Tennessee,United States,North America
7952,4855,Gatlinburg,,Tennessee,United States,North America
10924,18277,Erin,,Tennessee,United States,North America
9498,6190,Dyersburg,,Tennessee,United States,North America
10170,7044,Dickson,,Tennessee,United States,North America
12050,27671,Cookeville,,Tennessee,United States,North America
13299,27335,Cleveland,,Tennessee,United States,North America
9396,6112,Chattanooga,,Tennessee,United States,North America
11001,18239,Chattanooga,,Tennessee,United States,North America
9041,5799,missing,,Tennessee,United States,North America
9690,6462,missing,,Tennessee,United States,North America
15468,30065,missing,,Tennessee,United States,North America
15814,30073,missing,Fentress County,Tennessee,United States,North America
10183,7056,Witchita Falls,,Texas,United States,North America
11335,2576,Williamson,,Texas,United States,North America
2460,1406,Wichita Falls,,Texas,United States,North America
9338,6060,Wichita Falls,,Texas,United States,North America
5401,3239,Weimar,,Texas,United States,North America
5024,3003,Waco,,Texas,United States,North America
12309,28080,Waco,,Texas,United States,North America
7731,4714,Terrell,,Texas,United States,North America
4059,2395,Temple,,Texas,United States,North America
1087,606,Taylor,,Texas,United States,North America
3128,1807,Tahoka,,Texas,United States,North America
14219,29062,Stockdale,,Texas,United States,North America
10652,6948,Stamford,,Texas,United States,North America
13979,6200,San Saba,,Texas,United States,North America
7836,4782,San Augustine,,Texas,United States,North America
7536,4592,San Antonio,,Texas,United States,North America
8634,5458,San Antonio,,Texas,United States,North America
9295,6018,San Antonio,,Texas,United States,North America
9611,6283,San Antonio,,Texas,United States,North America
10969,7499,San Antonio,,Texas,United States,North America
11229,18218,San Antonio,,Texas,United States,North America
11667,27691,San Antonio,,Texas,United States,North America
13140,2360,San Antonio,,Texas,United States,North America
15424,5458,San Antonio,,Texas,United States,North America
15680,30267,San Antonio,,Texas,United States,North America
15681,30267,San Antonio,,Texas,United States,North America
15748,30401,San Antonio,,Texas,United States,North America
15750,30403,San Antonio,,Texas,United States,North America
16043,18284,San Antonio,,Texas,United States,North America
16188,30953,San Antonio,,Texas,United States,North America
10432,7305,San Angelo,,Texas,United States,North America
11454,18594,San Angelo,,Texas,United States,North America
10575,7446,Rockdale,,Texas,United States,North America
14771,29542,Portland,,Texas,United States,North America
6535,3951,Port Arthur,,Texas,United States,North America
13838,28729,Plano,,Texas,United States,North America
1260,702,Paris,,Texas,United States,North America
14218,29062,Pandora,,Texas,United States,North America
9116,5851,Monahans,,Texas,United States,North America
4091,2417,Mexia,,Texas,United States,North America
11666,27691,Mertzon,,Texas,United States,North America
7740,4720,Merkel,,Texas,United States,North America
252,142,McGregor,,Texas,United States,North America
8350,5275,Lubbock,,Texas,United States,North America
10424,7297,Lubbock,,Texas,United States,North America
4001,2360,London,,Texas,United States,North America
7989,4881,Leonard,,Texas,United States,North America
10071,6840,Laredo,,Texas,United States,North America
10245,7109,Laredo,,Texas,United States,North America
12306,28105,Lamesa,,Texas,United States,North America
10012,6783,Kingsville,,Texas,United States,North America
5403,3241,Jericho,,Texas,United States,North America
16116,5827,Jarrell,,Texas,United States,North America
4214,2495,Huntsville,,Texas,United States,North America
1850,1038,Houston,,Texas,United States,North America
3627,2132,Houston,,Texas,United States,North America
4360,2576,Houston,,Texas,United States,North America
9421,6134,Houston,,Texas,United States,North America
9729,6598,Houston,,Texas,United States,North America
11260,1743,Houston,,Texas,United States,North America
11408,414,Houston,,Texas,United States,North America
11712,27766,Houston,,Texas,United States,North America
11820,27583,Houston,,Texas,United States,North America
12308,28079,Houston,,Texas,United States,North America
13172,7409,Houston,,Texas,United States,North America
13933,7441,Houston,,Texas,United States,North America
14034,6571,Houston,,Texas,United States,North America
14977,29148,Houston,,Texas,United States,North America
241,137,Henderson,,Texas,United States,North America
5909,3568,Henderson,,Texas,United States,North America
8106,5127,Greenville,,Texas,United States,North America
251,142,Germania,,Texas,United States,North America
14976,29148,Georgetown,,Texas,United States,North America
16106,30877,Galveston,,Texas,United States,North America
15232,3003,Ft. Worth,,Texas,United States,North America
4436,2629,Fort Worth,,Texas,United States,North America
5416,3249,Fort Worth,,Texas,United States,North America
10383,7251,Fort Worth,,Texas,United States,North America
15604,5986,Fort Worth,,Texas,United States,North America
2355,1338,Forney,,Texas,United States,North America
4156,2459,El Paso,,Texas,United States,North America
8756,5528,El Paso,,Texas,United States,North America
8986,5762,El Paso,,Texas,United States,North America
10368,7233,El Paso,,Texas,United States,North America
10914,18284,El Paso,,Texas,United States,North America
11708,27711,El Paso,,Texas,United States,North America
11709,27711,El Paso,,Texas,United States,North America
13494,26653,El Paso,,Texas,United States,North America
15302,29766,El Paso,,Texas,United States,North America
15744,30271,El Paso,,Texas,United States,North America
15762,30377,El Paso,,Texas,United States,North America
9179,5900,Dodd's City,,Texas,United States,North America
9447,6150,Denton,,Texas,United States,North America
9194,5910,Del Rio,,Texas,United States,North America
3175,1840,Dallas,,Texas,United States,North America
3191,1852,Dallas,,Texas,United States,North America
5305,3180,Dallas,,Texas,United States,North America
5341,3205,Dallas,,Texas,United States,North America
5632,3395,Dallas,,Texas,United States,North America
8487,5356,Dallas,,Texas,United States,North America
9599,6276,Dallas,,Texas,United States,North America
10148,7011,Dallas,,Texas,United States,North America
10503,7399,Dallas,,Texas,United States,North America
10640,702,Dallas,,Texas,United States,North America
12360,18547,Dallas,,Texas,United States,North America
15629,30193,Dallas,,Texas,United States,North America
15588,1734,Crockett,,Texas,United States,North America
9296,6018,Cottonwood,,Texas,United States,North America
8923,5723,Corsicana,,Texas,United States,North America
9096,5827,Corpus Christi,,Texas,United States,North America
11127,17745,Corpus Christi,,Texas,United States,North America
5304,3180,Clifton,,Texas,United States,North America
4213,2495,Clarksville,,Texas,United States,North America
1165,646,Clarendon,,Texas,United States,North America
9618,6287,Chappell Hill,,Texas,United States,North America
8486,5356,Cedar Creek,,Texas,United States,North America
5435,3260,Carrizo Springs,,Texas,United States,North America
9617,6287,Campground Church,,Texas,United States,North America
14417,189,Buda,,Texas,United States,North America
3463,2029,Bowie,,Texas,United States,North America
14576,1385,Benbrook,,Texas,United States,North America
10115,6917,Beaumont,,Texas,United States,North America
10567,7441,Bartlett,,Texas,United States,North America
12,9,Austin,,Texas,United States,North America
1614,900,Austin,,Texas,United States,North America
5853,3535,Austin,,Texas,United States,North America
7526,4588,Austin,,Texas,United States,North America
8046,4915,Austin,,Texas,United States,North America
14416,2594,Austin,,Texas,United States,North America
15375,29768,Austin,,Texas,United States,North America
16136,2773,Austin,,Texas,United States,North America
9861,6687,Anson,,Texas,United States,North America
9644,6302,Amarillo,,Texas,United States,North America
13781,28721,Amarillo,,Texas,United States,North America
15551,29440,Amarillo,,Texas,United States,North America
5358,3214,Abilene,,Texas,United States,North America
5360,3215,Abilene,,Texas,United States,North America
5882,3556,missing,,Texas,United States,North America
8307,5256,missing,,Texas,United States,North America
11682,18305,missing,Kerr County,Texas,United States,North America
11889,606,missing,,Texas,United States,North America
15937,30641,missing,Camp County,Texas,United States,North America
1970,1103,Springville,,Utah,United States,North America
157,93,Salt Lake City,,Utah,United States,North America
3662,2156,Salt Lake City,,Utah,United States,North America
3970,2341,Salt Lake City,,Utah,United States,North America
7392,4498,Salt Lake City,,Utah,United States,North America
8233,5211,Salt Lake City,,Utah,United States,North America
8752,5524,Salt Lake City,,Utah,United States,North America
10493,7390,Salt Lake City,,Utah,United States,North America
10721,18338,Salt Lake City,,Utah,United States,North America
10762,18423,Salt Lake City,,Utah,United States,North America
11659,27797,Salt Lake City,,Utah,United States,North America
14060,28963,Salt Lake City,,Utah,United States,North America
15570,30255,Provo,,Utah,United States,North America
2620,1501,Price,,Utah,United States,North America
15477,30157,Park City,,Utah,United States,North America
919,509,Ogden,,Utah,United States,North America
4299,2540,Ogden,,Utah,United States,North America
5381,3225,Ogden,,Utah,United States,North America
8853,5664,Ogden,,Utah,United States,North America
156,93,Midvale,,Utah,United States,North America
7411,4511,Logan,,Utah,United States,North America
13126,27780,Logan,,Utah,United States,North America
3500,2061,Garland,,Utah,United States,North America
10614,7488,Beryl,,Utah,United States,North America
91,52,Woodstock,,Vermont,United States,North America
6386,3864,Woodstock,,Vermont,United States,North America
4061,2396,Windsor,,Vermont,United States,North America
15455,30091,Windsor,,Vermont,United States,North America
15772,30501,White River Junction,,Vermont,United States,North America
10354,7222,West Fairlee,,Vermont,United States,North America
605,322,Weathersfield,,Vermont,United States,North America
14659,29462,Vershire,,Vermont,United States,North America
1649,920,Thetford,,Vermont,United States,North America
834,454,Stowe,,Vermont,United States,North America
15450,30110,Stowe,,Vermont,United States,North America
1847,1037,Springfield,,Vermont,United States,North America
6356,3846,Springfield,,Vermont,United States,North America
16024,1501,Rutland,,Vermont,United States,North America
15538,30062,Newport,,Vermont,United States,North America
2283,1295,Morristown,,Vermont,United States,North America
1196,662,Montpelier,,Vermont,United States,North America
8664,5474,Montpelier,,Vermont,United States,North America
13387,7176,Montpelier,,Vermont,United States,North America
14487,1089,Ludlow,,Vermont,United States,North America
7143,4346,Johnson,,Vermont,United States,North America
6751,4086,Irasburg,,Vermont,United States,North America
7929,4840,Hartland,,Vermont,United States,North America
11534,460,East Wallingford,,Vermont,United States,North America
10158,7036,Dummerston,,Vermont,United States,North America
5216,3125,Dorset,,Vermont,United States,North America
11702,27820,Dorset,,Vermont,United States,North America
7096,4315,Danville,,Vermont,United States,North America
37,23,Concord,,Vermont,United States,North America
6541,3957,Chester,,Vermont,United States,North America
1708,958,Chelsea,,Vermont,United States,North America
5731,3448,Burlington,,Vermont,United States,North America
7151,4351,Burlington,,Vermont,United States,North America
7923,4833,Brookfield,,Vermont,United States,North America
3509,2068,Brattleboro,,Vermont,United States,North America
3510,2068,Brattleboro,,Vermont,United States,North America
3998,2359,Brattleboro,,Vermont,United States,North America
10159,7036,Brattleboro,,Vermont,United States,North America
12970,27320,Brattleboro,,Vermont,United States,North America
14647,4846,Bethel,,Vermont,United States,North America
9960,6747,Bennington,,Vermont,United States,North America
14457,342,Bennington,,Vermont,United States,North America
8277,5239,Bellows Falls,,Vermont,United States,North America
4117,2430,Barre,,Vermont,United States,North America
10907,18266,Barre,,Vermont,United States,North America
15000,18266,Barre,,Vermont,United States,North America
15520,30099,St. John,,Virgin Islands,United States,North America
15926,30761,Woodstock,,Virginia,United States,North America
15298,5399,Williamsburg,,Virginia,United States,North America
3622,2130,Widewater,,Virginia,United States,North America
6314,3819,Warsaw,,Virginia,United States,North America
1060,592,Warrenton,,Virginia,United States,North America
1061,592,Warrenton,,Virginia,United States,North America
13253,2272,Warrenton,,Virginia,United States,North America
13492,912,Warrenton,,Virginia,United States,North America
13895,28795,Vinton,,Virginia,United States,North America
5976,3607,Vienna,,Virginia,United States,North America
6380,3862,Upperville,,Virginia,United States,North America
2344,1332,Suffolk,,Virginia,United States,North America
10527,7416,Stuart,,Virginia,United States,North America
11662,7440,Saluda,,Virginia,United States,North America
10588,7456,Saltville,,Virginia,United States,North America
14163,29014,Salem,,Virginia,United States,North America
400,219,Roanoke,,Virginia,United States,North America
765,415,Roanoke,,Virginia,United States,North America
7894,4816,Roanoke,,Virginia,United States,North America
128,76,Richmond,,Virginia,United States,North America
548,289,Richmond,,Virginia,United States,North America
1770,1000,Richmond,,Virginia,United States,North America
2212,1249,Richmond,,Virginia,United States,North America
3425,1998,Richmond,,Virginia,United States,North America
5849,3533,Richmond,,Virginia,United States,North America
5951,3591,Richmond,,Virginia,United States,North America
6216,3767,Richmond,,Virginia,United States,North America
6774,4101,Richmond,,Virginia,United States,North America
7710,4705,Richmond,,Virginia,United States,North America
7795,4754,Richmond,,Virginia,United States,North America
8485,5355,Richmond,,Virginia,United States,North America
9224,5945,Richmond,,Virginia,United States,North America
9734,6600,Richmond,,Virginia,United States,North America
10933,18261,Richmond,,Virginia,United States,North America
12097,18618,Richmond,,Virginia,United States,North America
2367,1344,Reston,,Virginia,United States,North America
8263,5231,Reston,,Virginia,United States,North America
11806,27893,Radford,,Virginia,United States,North America
1854,1040,Portsmouth,,Virginia,United States,North America
6982,4245,Port Republic,,Virginia,United States,North America
2211,1249,Phoebus,,Virginia,United States,North America
1360,753,Petersburg,,Virginia,United States,North America
4104,2423,Petersburg,,Virginia,United States,North America
5774,3479,Petersburg,,Virginia,United States,North America
6241,3778,Petersburg,,Virginia,United States,North America
12725,18214,Petersburg,,Virginia,United States,North America
11846,27902,Norton,,Virginia,United States,North America
1801,1012,Norfolk,,Virginia,United States,North America
6092,3688,Norfolk,,Virginia,United States,North America
7380,4490,Norfolk,,Virginia,United States,North America
8489,5358,Norfolk,,Virginia,United States,North America
10655,7165,Norfolk,,Virginia,United States,North America
11509,4638,Norfolk,,Virginia,United States,North America
12362,28126,Norfolk,,Virginia,United States,North America
14079,3133,Norfolk,,Virginia,United States,North America
2762,1581,Newport News,,Virginia,United States,North America
10195,7066,Newport News,,Virginia,United States,North America
15930,30773,Newport News,,Virginia,United States,North America
11338,317,McLean,,Virginia,United States,North America
11732,7456,Marion,,Virginia,United States,North America
13937,2670,Manassas,,Virginia,United States,North America
15548,30185,Manassas,,Virginia,United States,North America
8353,5276,Lynchburg,,Virginia,United States,North America
417,228,Luray,,Virginia,United States,North America
418,228,Luray,,Virginia,United States,North America
15699,30084,Luray,,Virginia,United States,North America
15813,30070,Luray,,Virginia,United States,North America
12954,409,Lorton,,Virginia,United States,North America
7383,4492,Lofton,,Virginia,United States,North America
2285,1296,Liberty,,Virginia,United States,North America
5156,3091,Lexington,,Virginia,United States,North America
8022,4903,Lexington,,Virginia,United States,North America
14236,26534,Lebanon,,Virginia,United States,North America
6133,3717,Kilmarnock,,Virginia,United States,North America
1049,585,Independence,,Virginia,United States,North America
4392,2597,Hot Springs,,Virginia,United States,North America
1962,1099,Harper's Ferry,,Virginia,United States,North America
15877,30665,Hampton,,Virginia,United States,North America
2505,1430,Fredericksburg,,Virginia,United States,North America
2506,1430,Fredericksburg,,Virginia,United States,North America
10046,6823,Fredericksburg,,Virginia,United States,North America
11409,6787,Fredericksburg,,Virginia,United States,North America
6134,3718,Fort Belvoir,,Virginia,United States,North America
12080,27254,Fort Belvoir,,Virginia,United States,North America
5225,3132,Ferrum,,Virginia,United States,North America
5456,3270,Falmouth,,Virginia,United States,North America
1744,983,Falls Church,,Virginia,United States,North America
4607,2738,Falls Church,,Virginia,United States,North America
6968,4235,Falls Church,,Virginia,United States,North America
6132,3717,Fairport,,Virginia,United States,North America
4653,2764,Fairfax,,Virginia,United States,North America
12088,18643,Fairfax,,Virginia,United States,North America
13825,378,Fairfax,,Virginia,United States,North America
764,415,Elliston,,Virginia,United States,North America
11877,7440,Deltaville,,Virginia,United States,North America
271,154,Delaplane,,Virginia,United States,North America
272,154,Delaplane,,Virginia,United States,North America
2025,1136,Danville,,Virginia,United States,North America
2026,1136,Danville,,Virginia,United States,North America
3266,1890,Danville,,Virginia,United States,North America
9393,6109,Danville,,Virginia,United States,North America
9404,6119,Danville,,Virginia,United States,North America
7964,4861,Cobham,,Virginia,United States,North America
9225,5946,Christiansburg,,Virginia,United States,North America
15285,3332,Christiansburg,,Virginia,United States,North America
1607,897,Charlottesville,,Virginia,United States,North America
5079,3043,Charlottesville,,Virginia,United States,North America
6983,4245,Charlottesville,,Virginia,United States,North America
15448,30107,Charlottesville,,Virginia,United States,North America
2688,1536,Cedar Creek,,Virginia,United States,North America
2689,1536,Cedar Creek,,Virginia,United States,North America
2870,1649,Buchanan,,Virginia,United States,North America
16163,31001,Blue Ridge,,Virginia,United States,North America
16164,31001,Blue Ridge,,Virginia,United States,North America
15405,1429,Blacksburg,,Virginia,United States,North America
4011,2366,Arlington,,Virginia,United States,North America
4154,2458,Arlington,,Virginia,United States,North America
11766,18282,Arlington,,Virginia,United States,North America
13560,27634,Arlington,,Virginia,United States,North America
256,144,Annandale,,Virginia,United States,North America
3037,1749,Alexandria,,Virginia,United States,North America
3126,1806,Alexandria,,Virginia,United States,North America
4124,2437,Alexandria,,Virginia,United States,North America
4816,2874,Alexandria,,Virginia,United States,North America
6257,3785,Alexandria,,Virginia,United States,North America
7564,4616,Alexandria,,Virginia,United States,North America
9007,5775,Alexandria,,Virginia,United States,North America
11664,4802,Alexandria,,Virginia,United States,North America
15152,29645,Alexandria,,Virginia,United States,North America
2281,1294,missing,,Virginia,United States,North America
5958,3596,missing,Preston County,Virginia,United States,North America
9253,5974,missing,Westmoreland County,Virginia,United States,North America
9987,6763,missing,,Virginia,United States,North America
10928,18273,missing,Lunenberg County,Virginia,United States,North America
12026,27316,missing,,Virginia,United States,North America
13412,1797,missing,,Virginia,United States,North America
14549,6356,missing,Augusta County,Virginia,United States,North America
14721,6583,Richmond,,Virginia,United States,North America
13130,3949,Charlestown,,Virginia,United States,North America
14722,6583,missing,Albemarle County,Virginia,United States,North America
4292,2536,Yakima,,Washington,United States,North America
9150,5881,Yakima,,Washington,United States,North America
13883,27229,Wenatchee,,Washington,United States,North America
5132,3075,Walla Walla,,Washington,United States,North America
10063,6835,Walla Walla,,Washington,United States,North America
13900,18613,Vancouver,,Washington,United States,North America
11404,27322,Tonasket,,Washington,United States,North America
1532,859,Tacoma,,Washington,United States,North America
2173,1220,Tacoma,,Washington,United States,North America
3495,2058,Tacoma,,Washington,United States,North America
10005,6778,Tacoma,,Washington,United States,North America
13446,27352,Tacoma,,Washington,United States,North America
987,555,Spokane,,Washington,United States,North America
1291,715,Spokane,,Washington,United States,North America
1867,1050,Spokane,,Washington,United States,North America
2072,1160,Spokane,,Washington,United States,North America
9173,5896,Spokane,,Washington,United States,North America
9705,6573,Spokane,,Washington,United States,North America
10514,7408,Spokane,,Washington,United States,North America
10788,18374,Spokane,,Washington,United States,North America
11719,27725,Spokane,,Washington,United States,North America
15165,26533,Spokane,,Washington,United States,North America
988,555,Seattle,,Washington,United States,North America
1212,672,Seattle,,Washington,United States,North America
1292,715,Seattle,,Washington,United States,North America
1500,837,Seattle,,Washington,United States,North America
1959,1098,Seattle,,Washington,United States,North America
2738,1565,Seattle,,Washington,United States,North America
2912,1671,Seattle,,Washington,United States,North America
3857,2274,Seattle,,Washington,United States,North America
4144,2451,Seattle,,Washington,United States,North America
4157,2462,Seattle,,Washington,United States,North America
4450,2638,Seattle,,Washington,United States,North America
4710,2803,Seattle,,Washington,United States,North America
5395,3236,Seattle,,Washington,United States,North America
5900,3565,Seattle,,Washington,United States,North America
5912,3570,Seattle,,Washington,United States,North America
6367,3854,Seattle,,Washington,United States,North America
6724,4069,Seattle,,Washington,United States,North America
8098,5123,Seattle,,Washington,United States,North America
8207,5192,Seattle,,Washington,United States,North America
9118,5852,Seattle,,Washington,United States,North America
9153,5882,Seattle,,Washington,United States,North America
9188,5905,Seattle,,Washington,United States,North America
10377,7244,Seattle,,Washington,United States,North America
10443,7316,Seattle,,Washington,United States,North America
10466,7336,Seattle,,Washington,United States,North America
10654,6569,Seattle,,Washington,United States,North America
10688,7500,Seattle,,Washington,United States,North America
10930,18280,Seattle,,Washington,United States,North America
11312,2828,Seattle,,Washington,United States,North America
11315,5245,Seattle,,Washington,United States,North America
11345,2579,Seattle,,Washington,United States,North America
11383,27342,Seattle,,Washington,United States,North America
11428,654,Seattle,,Washington,United States,North America
11455,5661,Seattle,,Washington,United States,North America
11639,18588,Seattle,,Washington,United States,North America
12146,1282,Seattle,,Washington,United States,North America
12654,27503,Seattle,,Washington,United States,North America
12731,3905,Seattle,,Washington,United States,North America
12842,28140,Seattle,,Washington,United States,North America
13119,4069,Seattle,,Washington,United States,North America
13363,5750,Seattle,,Washington,United States,North America
13444,27509,Seattle,,Washington,United States,North America
13662,6252,Seattle,,Washington,United States,North America
14052,28958,Seattle,,Washington,United States,North America
14320,29089,Seattle,,Washington,United States,North America
14539,837,Seattle,,Washington,United States,North America
15539,30079,Seattle,,Washington,United States,North America
15635,30288,Seattle,,Washington,United States,North America
15805,28140,Seattle,,Washington,United States,North America
16086,30700,Seattle,,Washington,United States,North America
16094,4039,Seattle,,Washington,United States,North America
16112,30880,Seattle,,Washington,United States,North America
16133,30919,Seattle,,Washington,United States,North America
11706,27810,Renton,,Washington,United States,North America
13231,2349,Redmond,,Washington,United States,North America
5911,3570,Pasco,,Washington,United States,North America
11073,18450,Olympia,,Washington,United States,North America
12266,28040,Olympia,,Washington,United States,North America
1645,919,Monroe,,Washington,United States,North America
1711,959,Manson,,Washington,United States,North America
3665,2157,Lynden,,Washington,United States,North America
13754,94,La Conner,,Washington,United States,North America
11474,18644,Kirkland,,Washington,United States,North America
15560,4183,Issaquah,,Washington,United States,North America
